slug,locale,candidate_index,anchor_candidate,candidate_only,runtime_approved
coin-vending-and-amusement-machine-servicers-and-repairers,en,2,"Coin, Vending, And Amusement Machine Servicers And Repairers skills and entry path",true,false
coin-vending-and-amusement-machine-servicers-and-repairers,en,3,"Coin, Vending, And Amusement Machine Servicers And Repairers AI impact and fit",true,false
command-and-control-center-officers,zh-CN,1,官职业介绍,true,false
command-and-control-center-officers,zh-CN,2,官技能与入行路径,true,false
command-and-control-center-officers,zh-CN,3,官AI 影响与职业匹配,true,false
command-and-control-center-officers,en,1,Command And Control Center Officers career overview,true,false
command-and-control-center-officers,en,2,Command And Control Center Officers skills and entry path,true,false
command-and-control-center-officers,en,3,Command And Control Center Officers AI impact and fit,true,false
command-and-control-center-specialists,zh-CN,1,专员职业介绍,true,false
command-and-control-center-specialists,zh-CN,2,专员技能与入行路径,true,false
command-and-control-center-specialists,zh-CN,3,专员AI 影响与职业匹配,true,false
command-and-control-center-specialists,en,1,Command And Control Center Specialists career overview,true,false
command-and-control-center-specialists,en,2,Command And Control Center Specialists skills and entry path,true,false
command-and-control-center-specialists,en,3,Command And Control Center Specialists AI impact and fit,true,false
commercial-and-industrial-designers,zh-CN,1,商业与工业设计师职业介绍,true,false
commercial-and-industrial-designers,zh-CN,2,商业与工业设计师技能与入行路径,true,false
commercial-and-industrial-designers,zh-CN,3,商业与工业设计师AI 影响与职业匹配,true,false
commercial-and-industrial-designers,en,1,Commercial And Industrial Designers career overview,true,false
commercial-and-industrial-designers,en,2,Commercial And Industrial Designers skills and entry path,true,false
commercial-and-industrial-designers,en,3,Commercial And Industrial Designers AI impact and fit,true,false
commercial-divers,zh-CN,1,商业潜水员职业介绍,true,false
commercial-divers,zh-CN,2,商业潜水员技能与入行路径,true,false
commercial-divers,zh-CN,3,商业潜水员AI 影响与职业匹配,true,false
commercial-divers,en,1,Commercial Divers career overview,true,false
commercial-divers,en,2,Commercial Divers skills and entry path,true,false
commercial-divers,en,3,Commercial Divers AI impact and fit,true,false
commercial-pilots,zh-CN,1,商业飞行员职业介绍,true,false
commercial-pilots,zh-CN,2,商业飞行员技能与入行路径,true,false
commercial-pilots,zh-CN,3,商业飞行员AI 影响与职业匹配,true,false
commercial-pilots,en,1,Commercial Pilots career overview,true,false
commercial-pilots,en,2,Commercial Pilots skills and entry path,true,false
commercial-pilots,en,3,Commercial Pilots AI impact and fit,true,false
communications-teachers-postsecondary,zh-CN,1,传播教师职业介绍,true,false
communications-teachers-postsecondary,zh-CN,2,传播教师技能与入行路径,true,false
communications-teachers-postsecondary,zh-CN,3,传播教师AI 影响与职业匹配,true,false
communications-teachers-postsecondary,en,1,"Communications Teachers, Postsecondary career overview",true,false
communications-teachers-postsecondary,en,2,"Communications Teachers, Postsecondary skills and entry path",true,false
communications-teachers-postsecondary,en,3,"Communications Teachers, Postsecondary AI impact and fit",true,false
community-health-workers,zh-CN,1,社区健康工作者职业诊断职业介绍,true,false
community-health-workers,zh-CN,2,社区健康工作者职业诊断技能与入行路径,true,false
community-health-workers,zh-CN,3,社区健康工作者职业诊断AI 影响与职业匹配,true,false
community-health-workers,en,1,Community health workers career overview,true,false
community-health-workers,en,2,Community health workers skills and entry path,true,false
community-health-workers,en,3,Community health workers AI impact and fit,true,false
compensation-and-benefits-managers,zh-CN,1,薪酬与福利经理职业诊断职业介绍,true,false
compensation-and-benefits-managers,zh-CN,2,薪酬与福利经理职业诊断技能与入行路径,true,false
compensation-and-benefits-managers,zh-CN,3,薪酬与福利经理职业诊断AI 影响与职业匹配,true,false
compensation-and-benefits-managers,en,1,Compensation and benefits managers career overview,true,false
compensation-and-benefits-managers,en,2,Compensation and benefits managers skills and entry path,true,false
compensation-and-benefits-managers,en,3,Compensation and benefits managers AI impact and fit,true,false
compensation-benefits-and-job-analysis-specialists,zh-CN,1,薪酬、福利与岗位分析专员适合谁？职业介绍,true,false
compensation-benefits-and-job-analysis-specialists,zh-CN,2,薪酬、福利与岗位分析专员适合谁？技能与入行路径,true,false
compensation-benefits-and-job-analysis-specialists,zh-CN,3,薪酬、福利与岗位分析专员适合谁？AI 影响与职业匹配,true,false
compensation-benefits-and-job-analysis-specialists,en,1,"Compensation, benefits, and job analysis specialists career overview",true,false
compensation-benefits-and-job-analysis-specialists,en,2,"Compensation, benefits, and job analysis specialists skills and entry path",true,false
compensation-benefits-and-job-analysis-specialists,en,3,"Compensation, benefits, and job analysis specialists AI impact and fit",true,false
compliance-managers,zh-CN,1,合规经理职业介绍,true,false
compliance-managers,zh-CN,2,合规经理技能与入行路径,true,false
compliance-managers,zh-CN,3,合规经理AI 影响与职业匹配,true,false
compliance-managers,en,1,Compliance Managers career overview,true,false
compliance-managers,en,2,Compliance Managers skills and entry path,true,false
compliance-managers,en,3,Compliance Managers AI impact and fit,true,false
compliance-officers,zh-CN,1,合规专员职业介绍,true,false
compliance-officers,zh-CN,2,合规专员技能与入行路径,true,false
compliance-officers,zh-CN,3,合规专员AI 影响与职业匹配,true,false
compliance-officers,en,1,Compliance officers career overview,true,false
compliance-officers,en,2,Compliance officers skills and entry path,true,false
compliance-officers,en,3,Compliance officers AI impact and fit,true,false
computer-and-information-research-scientists,zh-CN,1,计算机与信息研究科学家适合谁？职业介绍,true,false
computer-and-information-research-scientists,zh-CN,2,计算机与信息研究科学家适合谁？技能与入行路径,true,false
computer-and-information-research-scientists,zh-CN,3,计算机与信息研究科学家适合谁？AI 影响与职业匹配,true,false
computer-and-information-research-scientists,en,1,Computer and information research scientists career overview,true,false
computer-and-information-research-scientists,en,2,Computer and information research scientists skills and entry path,true,false
computer-and-information-research-scientists,en,3,Computer and information research scientists AI impact and fit,true,false
computer-and-information-systems-managers,zh-CN,1,计算机与信息系统经理适合谁？职业介绍,true,false
computer-and-information-systems-managers,zh-CN,2,计算机与信息系统经理适合谁？技能与入行路径,true,false
computer-and-information-systems-managers,zh-CN,3,计算机与信息系统经理适合谁？AI 影响与职业匹配,true,false
computer-and-information-systems-managers,en,1,Computer and information systems managers career overview,true,false
computer-and-information-systems-managers,en,2,Computer and information systems managers skills and entry path,true,false
computer-and-information-systems-managers,en,3,Computer and information systems managers AI impact and fit,true,false
computer-hardware-engineers,zh-CN,1,计算机硬件工程师职业介绍,true,false
computer-hardware-engineers,zh-CN,2,计算机硬件工程师技能与入行路径,true,false
computer-hardware-engineers,zh-CN,3,计算机硬件工程师AI 影响与职业匹配,true,false
computer-hardware-engineers,en,1,Computer hardware engineers career overview,true,false
computer-hardware-engineers,en,2,Computer hardware engineers skills and entry path,true,false
computer-hardware-engineers,en,3,Computer hardware engineers AI impact and fit,true,false
computer-network-architects,zh-CN,1,计算机网络架构师职业介绍,true,false
computer-network-architects,zh-CN,2,计算机网络架构师技能与入行路径,true,false
computer-network-architects,zh-CN,3,计算机网络架构师AI 影响与职业匹配,true,false
computer-network-architects,en,1,Computer Network Architects career overview,true,false
computer-network-architects,en,2,Computer Network Architects skills and entry path,true,false
computer-network-architects,en,3,Computer Network Architects AI impact and fit,true,false
computer-network-support-specialists,zh-CN,1,专家计算机职业介绍,true,false
computer-network-support-specialists,zh-CN,2,专家计算机技能与入行路径,true,false
computer-network-support-specialists,zh-CN,3,专家计算机AI 影响与职业匹配,true,false
computer-network-support-specialists,en,1,Computer Network Support Specialists career overview,true,false
computer-network-support-specialists,en,2,Computer Network Support Specialists skills and entry path,true,false
computer-network-support-specialists,en,3,Computer Network Support Specialists AI impact and fit,true,false
computer-numerically-controlled-tool-operators,zh-CN,1,操作员计算机职业介绍,true,false
computer-numerically-controlled-tool-operators,zh-CN,2,操作员计算机技能与入行路径,true,false
computer-numerically-controlled-tool-operators,zh-CN,3,操作员计算机AI 影响与职业匹配,true,false
computer-numerically-controlled-tool-operators,en,1,Computer Numerically Controlled Tool Operators career overview,true,false
computer-numerically-controlled-tool-operators,en,2,Computer Numerically Controlled Tool Operators skills and entry path,true,false
computer-numerically-controlled-tool-operators,en,3,Computer Numerically Controlled Tool Operators AI impact and fit,true,false
computer-numerically-controlled-tool-programmers,zh-CN,1,计算机职业介绍,true,false
computer-numerically-controlled-tool-programmers,zh-CN,2,计算机技能与入行路径,true,false
computer-numerically-controlled-tool-programmers,zh-CN,3,计算机AI 影响与职业匹配,true,false
computer-numerically-controlled-tool-programmers,en,1,Computer Numerically Controlled Tool Programmers career overview,true,false
computer-numerically-controlled-tool-programmers,en,2,Computer Numerically Controlled Tool Programmers skills and entry path,true,false
computer-numerically-controlled-tool-programmers,en,3,Computer Numerically Controlled Tool Programmers AI impact and fit,true,false
computer-programmers,zh-CN,1,计算机程序员职业介绍,true,false
computer-programmers,zh-CN,2,计算机程序员技能与入行路径,true,false
computer-programmers,zh-CN,3,计算机程序员AI 影响与职业匹配,true,false
computer-programmers,en,1,Computer programmers career overview,true,false
computer-programmers,en,2,Computer programmers skills and entry path,true,false
computer-programmers,en,3,Computer programmers AI impact and fit,true,false
computer-science-teachers-postsecondary,zh-CN,1,教师计算机职业介绍,true,false
computer-science-teachers-postsecondary,zh-CN,2,教师计算机技能与入行路径,true,false
computer-science-teachers-postsecondary,zh-CN,3,教师计算机AI 影响与职业匹配,true,false
computer-science-teachers-postsecondary,en,1,"Computer Science Teachers, Postsecondary career overview",true,false
computer-science-teachers-postsecondary,en,2,"Computer Science Teachers, Postsecondary skills and entry path",true,false
computer-science-teachers-postsecondary,en,3,"Computer Science Teachers, Postsecondary AI impact and fit",true,false
computer-support-specialists,zh-CN,1,计算机支持专员适合谁？职业介绍,true,false
computer-support-specialists,zh-CN,2,计算机支持专员适合谁？技能与入行路径,true,false
