slug,locale,missing_intent,priority
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,skills,medium
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,AI-impact,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,fit,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,adjacent,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,education,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,certification,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,what-is,high
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,salary,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,career-path,medium
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,skills,medium
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,AI-impact,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,fit,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,adjacent,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,education,low
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,certification,low
industrial-organizational-psychologists,zh-CN,what-is,high
industrial-organizational-psychologists,zh-CN,salary,low
industrial-organizational-psychologists,zh-CN,career-path,medium
industrial-organizational-psychologists,zh-CN,skills,medium
industrial-organizational-psychologists,zh-CN,AI-impact,low
industrial-organizational-psychologists,zh-CN,fit,low
industrial-organizational-psychologists,zh-CN,adjacent,low
industrial-organizational-psychologists,zh-CN,education,low
industrial-organizational-psychologists,zh-CN,certification,low
industrial-organizational-psychologists,en,what-is,high
industrial-organizational-psychologists,en,salary,low
industrial-organizational-psychologists,en,career-path,medium
industrial-organizational-psychologists,en,skills,medium
industrial-organizational-psychologists,en,AI-impact,low
industrial-organizational-psychologists,en,fit,low
industrial-organizational-psychologists,en,adjacent,low
industrial-organizational-psychologists,en,education,low
industrial-organizational-psychologists,en,certification,low
industrial-production-managers,zh-CN,what-is,high
industrial-production-managers,zh-CN,salary,low
industrial-production-managers,zh-CN,career-path,medium
industrial-production-managers,zh-CN,skills,medium
industrial-production-managers,zh-CN,AI-impact,low
industrial-production-managers,zh-CN,fit,low
industrial-production-managers,zh-CN,adjacent,low
industrial-production-managers,zh-CN,education,low
industrial-production-managers,zh-CN,certification,low
industrial-production-managers,en,what-is,high
industrial-production-managers,en,salary,low
industrial-production-managers,en,career-path,medium
industrial-production-managers,en,skills,medium
industrial-production-managers,en,AI-impact,low
industrial-production-managers,en,fit,low
industrial-production-managers,en,adjacent,low
industrial-production-managers,en,education,low
industrial-production-managers,en,certification,low
industrial-truck-and-tractor-operators,zh-CN,what-is,high
industrial-truck-and-tractor-operators,zh-CN,salary,low
industrial-truck-and-tractor-operators,zh-CN,career-path,medium
industrial-truck-and-tractor-operators,zh-CN,skills,medium
industrial-truck-and-tractor-operators,zh-CN,AI-impact,low
industrial-truck-and-tractor-operators,zh-CN,fit,low
industrial-truck-and-tractor-operators,zh-CN,adjacent,low
industrial-truck-and-tractor-operators,zh-CN,education,low
industrial-truck-and-tractor-operators,zh-CN,certification,low
industrial-truck-and-tractor-operators,en,what-is,high
industrial-truck-and-tractor-operators,en,salary,low
industrial-truck-and-tractor-operators,en,career-path,medium
industrial-truck-and-tractor-operators,en,skills,medium
industrial-truck-and-tractor-operators,en,AI-impact,low
industrial-truck-and-tractor-operators,en,fit,low
industrial-truck-and-tractor-operators,en,adjacent,low
industrial-truck-and-tractor-operators,en,education,low
industrial-truck-and-tractor-operators,en,certification,low
infantry,zh-CN,what-is,high
infantry,zh-CN,salary,low
infantry,zh-CN,career-path,medium
infantry,zh-CN,skills,medium
infantry,zh-CN,AI-impact,low
infantry,zh-CN,fit,low
infantry,zh-CN,adjacent,low
infantry,zh-CN,education,low
infantry,zh-CN,certification,low
infantry,en,what-is,high
infantry,en,salary,low
infantry,en,career-path,medium
infantry,en,skills,medium
infantry,en,AI-impact,low
infantry,en,fit,low
infantry,en,adjacent,low
infantry,en,education,low
infantry,en,certification,low
infantry-officers,zh-CN,what-is,high
infantry-officers,zh-CN,salary,low
infantry-officers,zh-CN,career-path,medium
infantry-officers,zh-CN,skills,medium
infantry-officers,zh-CN,AI-impact,low
infantry-officers,zh-CN,fit,low
infantry-officers,zh-CN,adjacent,low
infantry-officers,zh-CN,education,low
infantry-officers,zh-CN,certification,low
infantry-officers,en,what-is,high
infantry-officers,en,salary,low
infantry-officers,en,career-path,medium
infantry-officers,en,skills,medium
infantry-officers,en,AI-impact,low
infantry-officers,en,fit,low
infantry-officers,en,adjacent,low
infantry-officers,en,education,low
infantry-officers,en,certification,low
information-clerks,zh-CN,what-is,high
information-clerks,zh-CN,salary,low
information-clerks,zh-CN,career-path,medium
information-clerks,zh-CN,skills,medium
information-clerks,zh-CN,AI-impact,low
information-clerks,zh-CN,fit,low
information-clerks,zh-CN,adjacent,low
information-clerks,zh-CN,education,low
information-clerks,zh-CN,certification,low
information-clerks,en,what-is,high
information-clerks,en,salary,low
information-clerks,en,career-path,medium
information-clerks,en,skills,medium
information-clerks,en,AI-impact,low
information-clerks,en,fit,low
information-clerks,en,adjacent,low
information-clerks,en,education,low
information-clerks,en,certification,low
information-security-analysts,zh-CN,what-is,high
information-security-analysts,zh-CN,salary,low
information-security-analysts,zh-CN,career-path,medium
information-security-analysts,zh-CN,skills,medium
information-security-analysts,zh-CN,AI-impact,low
information-security-analysts,zh-CN,fit,low
information-security-analysts,zh-CN,adjacent,low
information-security-analysts,zh-CN,education,low
information-security-analysts,zh-CN,certification,low
information-security-analysts,en,what-is,high
information-security-analysts,en,salary,low
information-security-analysts,en,career-path,medium
information-security-analysts,en,skills,medium
information-security-analysts,en,AI-impact,low
information-security-analysts,en,fit,low
information-security-analysts,en,adjacent,low
information-security-analysts,en,education,low
information-security-analysts,en,certification,low
information-security-engineers,zh-CN,what-is,high
information-security-engineers,zh-CN,salary,low
information-security-engineers,zh-CN,career-path,medium
information-security-engineers,zh-CN,skills,medium
information-security-engineers,zh-CN,AI-impact,low
information-security-engineers,zh-CN,fit,low
information-security-engineers,zh-CN,adjacent,low
information-security-engineers,zh-CN,education,low
information-security-engineers,zh-CN,certification,low
information-technology-project-managers,zh-CN,what-is,high
information-technology-project-managers,zh-CN,salary,low
information-technology-project-managers,zh-CN,career-path,medium
information-technology-project-managers,zh-CN,skills,medium
information-technology-project-managers,zh-CN,AI-impact,low
information-technology-project-managers,zh-CN,fit,low
information-technology-project-managers,zh-CN,adjacent,low
information-technology-project-managers,zh-CN,education,low
information-technology-project-managers,zh-CN,certification,low
information-technology-project-managers,en,what-is,high
information-technology-project-managers,en,salary,low
information-technology-project-managers,en,career-path,medium
information-technology-project-managers,en,skills,medium
information-technology-project-managers,en,AI-impact,low
information-technology-project-managers,en,fit,low
information-technology-project-managers,en,adjacent,low
information-technology-project-managers,en,education,low
information-technology-project-managers,en,certification,low
inspectors-testers-sorters-samplers-and-weighers,zh-CN,what-is,high
inspectors-testers-sorters-samplers-and-weighers,zh-CN,salary,low
inspectors-testers-sorters-samplers-and-weighers,zh-CN,career-path,medium
inspectors-testers-sorters-samplers-and-weighers,zh-CN,skills,medium
inspectors-testers-sorters-samplers-and-weighers,zh-CN,AI-impact,low
inspectors-testers-sorters-samplers-and-weighers,zh-CN,fit,low
inspectors-testers-sorters-samplers-and-weighers,zh-CN,adjacent,low
inspectors-testers-sorters-samplers-and-weighers,zh-CN,education,low
inspectors-testers-sorters-samplers-and-weighers,zh-CN,certification,low
inspectors-testers-sorters-samplers-and-weighers,en,what-is,high
inspectors-testers-sorters-samplers-and-weighers,en,salary,low
inspectors-testers-sorters-samplers-and-weighers,en,career-path,medium
inspectors-testers-sorters-samplers-and-weighers,en,skills,medium
inspectors-testers-sorters-samplers-and-weighers,en,AI-impact,low
inspectors-testers-sorters-samplers-and-weighers,en,fit,low
inspectors-testers-sorters-samplers-and-weighers,en,adjacent,low
inspectors-testers-sorters-samplers-and-weighers,en,education,low
inspectors-testers-sorters-samplers-and-weighers,en,certification,low
instructional-coordinators,zh-CN,what-is,high
instructional-coordinators,zh-CN,salary,low
instructional-coordinators,zh-CN,career-path,medium
instructional-coordinators,zh-CN,skills,medium
instructional-coordinators,zh-CN,AI-impact,low
instructional-coordinators,zh-CN,fit,low
instructional-coordinators,zh-CN,adjacent,low
instructional-coordinators,zh-CN,education,low
instructional-coordinators,zh-CN,certification,low
instructional-coordinators,en,what-is,high
instructional-coordinators,en,salary,low
instructional-coordinators,en,career-path,medium
instructional-coordinators,en,skills,medium
instructional-coordinators,en,AI-impact,low
instructional-coordinators,en,fit,low
instructional-coordinators,en,adjacent,low
instructional-coordinators,en,education,low
instructional-coordinators,en,certification,low
insulation-workers,zh-CN,what-is,high
insulation-workers,zh-CN,salary,low
insulation-workers,zh-CN,career-path,medium
insulation-workers,zh-CN,skills,medium
insulation-workers,zh-CN,AI-impact,low
insulation-workers,zh-CN,fit,low
insulation-workers,zh-CN,adjacent,low
insulation-workers,zh-CN,education,low
insulation-workers,zh-CN,certification,low
insulation-workers,en,what-is,high
insulation-workers,en,salary,low
insulation-workers,en,career-path,medium
insulation-workers,en,skills,medium
insulation-workers,en,AI-impact,low
insulation-workers,en,fit,low
insulation-workers,en,adjacent,low
insulation-workers,en,education,low
insulation-workers,en,certification,low
insulation-workers-floor-ceiling-and-wall,zh-CN,what-is,high
insulation-workers-floor-ceiling-and-wall,zh-CN,salary,low
insulation-workers-floor-ceiling-and-wall,zh-CN,career-path,medium
insulation-workers-floor-ceiling-and-wall,zh-CN,skills,medium
insulation-workers-floor-ceiling-and-wall,zh-CN,AI-impact,low
insulation-workers-floor-ceiling-and-wall,zh-CN,fit,low
insulation-workers-floor-ceiling-and-wall,zh-CN,adjacent,low
insulation-workers-floor-ceiling-and-wall,zh-CN,education,low
insulation-workers-floor-ceiling-and-wall,zh-CN,certification,low
insulation-workers-floor-ceiling-and-wall,en,what-is,high
insulation-workers-floor-ceiling-and-wall,en,salary,low
insulation-workers-floor-ceiling-and-wall,en,career-path,medium
insulation-workers-floor-ceiling-and-wall,en,skills,medium
insulation-workers-floor-ceiling-and-wall,en,AI-impact,low
insulation-workers-floor-ceiling-and-wall,en,fit,low
insulation-workers-floor-ceiling-and-wall,en,adjacent,low
insulation-workers-floor-ceiling-and-wall,en,education,low
insulation-workers-floor-ceiling-and-wall,en,certification,low
insulation-workers-mechanical,zh-CN,what-is,high
insulation-workers-mechanical,zh-CN,salary,low
insulation-workers-mechanical,zh-CN,career-path,medium
insulation-workers-mechanical,zh-CN,skills,medium
insulation-workers-mechanical,zh-CN,AI-impact,low
insulation-workers-mechanical,zh-CN,fit,low
insulation-workers-mechanical,zh-CN,adjacent,low
insulation-workers-mechanical,zh-CN,education,low
insulation-workers-mechanical,zh-CN,certification,low
insulation-workers-mechanical,en,what-is,high
insulation-workers-mechanical,en,salary,low
insulation-workers-mechanical,en,career-path,medium
insulation-workers-mechanical,en,skills,medium
insulation-workers-mechanical,en,AI-impact,low
insulation-workers-mechanical,en,fit,low
insulation-workers-mechanical,en,adjacent,low
insulation-workers-mechanical,en,education,low
insulation-workers-mechanical,en,certification,low
insurance-appraisers-auto-damage,zh-CN,what-is,high
insurance-appraisers-auto-damage,zh-CN,salary,low
insurance-appraisers-auto-damage,zh-CN,career-path,medium
insurance-appraisers-auto-damage,zh-CN,skills,medium
insurance-appraisers-auto-damage,zh-CN,AI-impact,low
insurance-appraisers-auto-damage,zh-CN,fit,low
insurance-appraisers-auto-damage,zh-CN,adjacent,low
insurance-appraisers-auto-damage,zh-CN,education,low
insurance-appraisers-auto-damage,zh-CN,certification,low
insurance-appraisers-auto-damage,en,what-is,high
insurance-appraisers-auto-damage,en,salary,low
insurance-appraisers-auto-damage,en,career-path,medium
insurance-appraisers-auto-damage,en,skills,medium
insurance-appraisers-auto-damage,en,AI-impact,low
insurance-appraisers-auto-damage,en,fit,low
insurance-appraisers-auto-damage,en,adjacent,low
insurance-appraisers-auto-damage,en,education,low
insurance-appraisers-auto-damage,en,certification,low
insurance-claims-and-policy-processing-clerks,zh-CN,what-is,high
insurance-claims-and-policy-processing-clerks,zh-CN,salary,low
insurance-claims-and-policy-processing-clerks,zh-CN,career-path,medium
insurance-claims-and-policy-processing-clerks,zh-CN,skills,medium
insurance-claims-and-policy-processing-clerks,zh-CN,AI-impact,low
insurance-claims-and-policy-processing-clerks,zh-CN,fit,low
insurance-claims-and-policy-processing-clerks,zh-CN,adjacent,low
insurance-claims-and-policy-processing-clerks,zh-CN,education,low
insurance-claims-and-policy-processing-clerks,zh-CN,certification,low
insurance-claims-and-policy-processing-clerks,en,what-is,high
insurance-claims-and-policy-processing-clerks,en,salary,low
insurance-claims-and-policy-processing-clerks,en,career-path,medium
