index,slug,english,chinese,display_zh,entity_level,reviewer_status,index_state,canonical_path,issue_level,issue_reasons,suggested_zh
"817","industrial-organizational-psychologists","Industrial Organizational Psychologists","工业组织心理学家","工业组织心理学家","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"818","industrial-production-managers","Industrial production managers","工业生产经理","工业生产经理","career_job_detail","docx_baseline_imported","indexable","/career/jobs/industrial-production-managers","no_obvious_issue_in_title_audit","",""
"819","industrial-truck-and-tractor-operators","Industrial Truck And Tractor Operators","工业卡车和操作员","工业卡车和操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"820","infantry","Infantry","步兵","步兵","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"821","infantry-officers","Infantry Officers","步兵官","步兵官","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"822","information-and-record-clerks-all-other","Information And Record Clerks, All Other","信息和文员、其他","信息和文员、其他","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"823","information-clerks","Information clerks","信息文员","信息文员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/information-clerks","no_obvious_issue_in_title_audit","",""
"824","information-security-analysts","Information security analysts","信息安全分析师","信息安全分析师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/information-security-analysts","no_obvious_issue_in_title_audit","",""
"825","cn-2-02-10-07","Information Security Engineering Technicians","信息安全工程技术人员","信息安全工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"826","information-security-engineers","Information Security Engineers","工程师","工程师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"827","cn-4-04-04-04","Information Security Testers","信息安全测试员","信息安全测试员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"828","cn-2-02-02-07","Information Systems Engineering Technicians","地理信息系统工程技术人员","地理信息系统工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"829","cn-2-02-10-05","Information Systems Engineering Technicians","信息系统分析工程技术人员","信息系统分析工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"830","cn-2-02-10-08","Information Systems Maintenance Engineering Technicians","信息系统运行维护工程技术人员","信息系统运行维护工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"831","cn-4-04-05-09","Information Systems Specialists","信息系统适配验证师","信息系统适配验证师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"832","information-technology-project-managers","Information Technology Project Managers","信息经理","信息经理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"833","cn-4-08-05-05","Inspection And Testing Workers","机动车检测工","机动车检测工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"834","cn-2-02-31-02","Inspection Engineering Technicians","进出口商品检验鉴定工程技术人员","进出口商品检验鉴定工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"835","cn-2-02-30-12","Inspection Inspection And Testing Management Engineering Technicians","检验检测管理工程技术人员","检验检测管理工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"836","cn-2-05-01-24","Inspection Physicians","临床检验科医师","临床检验科医师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"837","cn-2-05-07-04","Inspection Specialists","临床检验技师","临床检验技师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"838","cn-2-05-07-05","Inspection Specialists","公卫检验技师","公卫检验技师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"839","cn-2-02-31-03","Inspection Workers","进出境动物和植物检验检疫人员","进出境动物和植物检验检疫人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"840","inspectors-testers-sorters-samplers-and-weighers","Inspectors, Testers, Sorters, Samplers, And Weighers","检查员、测试员、分拣员、采样员、和称重员","检查员、测试员、分拣员、采样员、和称重员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"841","cn-6-29-02-13","Installation Maintenance Workers","牵引电力线路安装维护工","牵引电力线路安装维护工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"842","cn-4-12-04-05","Installation Repairers","燃气具安装维修工","燃气具安装维修工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"843","cn-6-29-03-03","Installation Repairers","电梯安装维修工","电梯安装维修工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"844","cn-6-23-03-10","Installation Workers","飞机雷达安装调试工","飞机雷达安装调试工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"845","cn-6-25-04-09","Installation Workers","物联网安装调试员","物联网安装调试员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"846","cn-6-29-02-11","Installation Workers","电力电缆安装运维工","电力电缆安装运维工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"847","installation-maintenance-and-repair-workers-all-other","Installation, Maintenance, And Repair Workers, All Other","安装维护工人修理","安装维护工人修理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"848","instructional-coordinators","Instructional coordinators","教学协调员","教学协调员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/instructional-coordinators","no_obvious_issue_in_title_audit","",""
"849","cn-2-02-07-03","Instrument Engineering Technicians","仪器仪表工程技术人员","仪器仪表工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"850","cn-6-26-01-01","Instrument Manufacturing Workers","仪器仪表制造工","仪器仪表制造工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
